Agency,Local Code,County,Township,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control
MONROE SD,M22A19436,MONROE,PERRY,BLOOMINGTON,8/9/22,4:36 PM,2,,0,0,0,,STATE RD 37,,,,,STATE RD 37,SOUTH OLD STATE ROAD 37,,,,N,,2000,,39.08088176,-86.53796555,STATE ROAD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,TIRE FAILURE OR DEFECTIVE,$5001 TO $10000,OTHER - EXPLAIN IN NARRATIVE,STATERD37SOUTHOLDSTATEROAD37,0,
BLOOMINGTON PD,B22-03113,MONROE,VAN BUREN,BLOOMINGTON,1/28/22,1:39 PM,2,,0,0,0,,W. 3RD ST,,,,,W. 3RD ST,I69/37 OVERPASS,,,,Y,,0,,0,0,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,FOUR-WAY INTERSECTION,,CONCRETE,FOLLOWING TOO CLOSELY,$2501 TO $5000,REAR END,W.3RDSTI69/37OVERPASS,0,
INDIANA UNIV BLOOMINGTON PD,221113,MONROE,BLOOMINGTON,BLOOMINGTON,3/24/22,7:00 PM,2,,0,0,0,,E 6TH ST,,,,,E 6TH ST,N GRANT ST,,,,Y,,0,,39.16753808,-86.52909249,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAWN/DUSK,CLOUDY,DRY,,NO JUNCTION INVOLVED,,CONCRETE,UNSAFE BACKING,UNDER $1001,OPPOSITE DIRECTION SIDESWIPE,NGRANTSTE6THST,0,
MONROE SD,M22A6831,MONROE,VAN BUREN,BLOOMINGTON,3/25/22,3:35 AM,2,,0,0,0,,INDUSTRIAL BLVD,,,,,INDUSTRIAL BLVD,,,,,N,,0,,39.14394074,-86.5823023,PRIVATE DRIVE,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,INDUSTRIALBLVD,0,
BLOOMINGTON PD,B22-23268,MONROE,BLOOMINGTON,BLOOMINGTON,6/21/22,4:25 PM,2,,0,0,0,,E STATE RD 45/46,,,,,E STATE RD 45/46,N DUNN ST,,,,Y,,0,,39.18623302,-86.52842848,STATE ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,BRAKE FAILURE OR DEFECTIVE,$1001 TO $2500,REAR END,NDUNNSTESTATERD45/46,0,
BLOOMINGTON PD,B22-40756,MONROE,VAN BUREN,BLOOMINGTON,10/4/22,8:00 PM,2,,0,0,0,,N GATES DR,,,,,N GATES DR,W 3RD ST,,,,Y,,0,,39.16461296,-86.57620124,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,UNSAFE LANE MOVEMENT,$1001 TO $2500,LEFT TURN,W3RDSTNGATESDR,0,
INDIANA UNIV BLOOMINGTON PD,221178,MONROE,BLOOMINGTON,BLOOMINGTON,3/30/22,5:38 PM,2,,1,0,0,,N MILO B SAMPSON LN,,,,,N MILO B SAMPSON LN,STATE RD 45,,,,N,,0,,39.18635296,-86.52218289,STATE ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,UNDER $1001,REAR END,STATERD45NMILOBSAMPSONLN,0,
ISP BLOOMINGTON 33,2.022E+11,MONROE,INDIAN CREEK,BLOOMINGTON,6/29/22,10:10 AM,2,,2,0,0,,I-69,,,,,I-69,,,107.2,,N,,50,,39.07260994,-86.66003183,INTERSTATE,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,CONCRETE,DRIVER ASLEEP OR FATIGUED,$25001 TO $50000,REAR END,I-69107.2,0,
BLOOMINGTON PD,B22-03663,MONROE,PERRY,BLOOMINGTON,2/2/22,12:44 PM,2,,0,0,0,,2812 E. 3RD ST,,,,,2812 E. 3RD ST,,,,,Y,,0,,0,0,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,OVERCORRECTING/OVERSTEERING,$1001 TO $2500,SAME DIRECTION SIDESWIPE,2812E.3RDST,0,
BLOOMINGTON PD,B22-13580,MONROE,BLOOMINGTON,BLOOMINGTON,4/18/22,6:22 PM,2,,0,0,0,,STATE RD 45/46 BYPASS,,,,,STATE RD 45/46 BYPASS,N DUNN ST,,,,Y,,475,,39.18632247,-86.52737564,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,$2501 TO $5000,REAR END,STATERD45/46BYPASSNDUNNST,0,
INDIANA UNIV BLOOMINGTON PD,223831,MONROE,BLOOMINGTON,BLOOMINGTON,10/9/22,1:16 PM,2,,0,0,0,,E 7TH ST,,,,,E 7TH ST,E 7TH ST,,,,Y,,0,,39.16889371,-86.52302376,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$1001 TO $2500,BACKING CRASH,E7THSTE7THST,0,
BLOOMINGTON PD,B22-34643,MONROE,BLOOMINGTON,BLOOMINGTON,8/31/22,1:00 PM,2,,0,0,0,,S DUNN ST,,,,,S DUNN ST,E 3RD ST,,,,Y,,0,,39.16462264,-86.52820337,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,DISREGARD SIGNAL/REG SIGN,$10001 TO $25000,RIGHT ANGLE,SDUNNSTE3RDST,0,
INDIANA UNIV BLOOMINGTON PD,222955,MONROE,BLOOMINGTON,BLOOMINGTON,8/31/22,8:20 PM,2,,0,0,0,,N JORDAN AVE,,,,,N JORDAN AVE,E 17TH ST,,,,Y,,106,,39.17863333,-86.5124572,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,SAME DIRECTION SIDESWIPE,NJORDANAVEE17THST,0,
INDIANA UNIV BLOOMINGTON PD,223802,MONROE,BLOOMINGTON,BLOOMINGTON,10/7/22,6:02 PM,2,,0,0,0,,STATE RD 45,,,,,STATE RD 45,N MILO B SAMPSON LN,,,,Y,,250,,39.18624486,-86.52306265,STATE ROAD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,UNDER $1001,REAR END,STATERD45NMILOBSAMPSONLN,0,
ELLETTSVILLE PD,E2201333,MONROE,RICHLAND,ELLETTSVILLE,4/12/22,4:28 PM,2,0,0,0,0,,SALE,ST,,,,SALE,TEMPERANE,,,,Y,,30,N,39.23764049,-86.62577999,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER PASSING,$5001 TO $10000,LEFT TURN,SALESTTEMPERANEST,0,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,223913,MONROE,BLOOMINGTON,BLOOMINGTON,10/12/22,4:46 PM,2,,0,0,0,,STATE RD 45,,,,,STATE RD 45,E 17TH ST,,,,Y,,0,,39.17992606,-86.5074465,STATE ROAD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$2501 TO $5000,REAR END,STATERD45E17THST,0,
ISP BLOOMINGTON 33,2.022E+11,MONROE,VAN BUREN,BLOOMINGTON,6/8/22,4:50 PM,2,,0,0,0,,LEONARD SPRINGS ROAD,,,,,LEONARD SPRINGS ROAD,TAPP ROAD,,,,Y,,100,,39.13717173,-86.58267732,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE SPEED,$2501 TO $5000,RIGHT ANGLE,TAPPROADLEONARDSPRINGSROAD,0,
BLOOMINGTON PD,B22-26043,MONROE,PERRY,BLOOMINGTON,7/8/22,6:36 PM,2,,0,0,0,1300,S PATTERSON DR,,,,,S PATTERSON DR,,,,,Y,,0,,39.15351202,-86.54352568,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$1001 TO $2500,BACKING CRASH,SPATTERSONDR,0,
MONROE SD,M22A13015,MONROE,PERRY,BLOOMINGTON,6/3/22,8:21 PM,2,,2,0,0,,S ROGERS ST,,,,,S ROGERS ST,W THAT RD,,,,N,,0,,39.11460299,-86.5398071,LOCAL/CITY ROAD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$25001 TO $50000,OTHER - EXPLAIN IN NARRATIVE,WTHATRDSROGERSST,0,
BLOOMINGTON PD,B22-19292,MONROE,BLOOMINGTON,BLOOMINGTON,5/25/22,3:37 PM,1,,0,0,0,,W 11TH ST,,,,,W 11TH ST,N SUMMIT ST,,,,Y,,158,,39.1732085,-86.54783196,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,BRAKE FAILURE OR DEFECTIVE,$5001 TO $10000,RAN OFF ROAD,W11THSTNSUMMITST,0,
MONROE SD,M22A12508,MONROE,PERRY,BLOOMINGTON,5/29/22,6:50 AM,2,,0,0,0,,W HEDGEWOOD DR,,,,,W HEDGEWOOD DR,W ESTATE DR,,,,N,,0,,39.12075177,-86.54119439,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$10001 TO $25000,BACKING CRASH,WHEDGEWOODDRWESTATEDR,0,
INDIANA UNIV BLOOMINGTON PD,223782,MONROE,BLOOMINGTON,BLOOMINGTON,10/6/22,7:45 PM,2,,2,0,0,,S FESS AVE,,,,,S FESS AVE,E ATWATER AVE,,,,Y,,0,,39.16310835,-86.52587897,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,RIGHT ANGLE,SFESSAVEEATWATERAVE,0,
BLOOMINGTON PD,B22-28026,MONROE,BLOOMINGTON,BLOOMINGTON,7/21/22,5:30 PM,2,,0,0,0,,S LIBERTY DR,,,,,S LIBERTY DR,W STATE RD 45,,,,Y,,0,,39.14557398,-86.5781588,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO MAINTAIN LANE,$2501 TO $5000,SAME DIRECTION SIDESWIPE,WSTATERD45SLIBERTYDR,0,
BLOOMINGTON PD,B22-42860,MONROE,PERRY,BLOOMINGTON,10/16/22,7:16 PM,2,,1,0,0,,S CURRY PIKE,,,,,S CURRY PIKE,W STATE ROAD 45,,,,Y,,0,,39.14786705,-86.57226195,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,LEFT TURN,WSTATEROAD45SCURRYPIKE,0,
BLOOMINGTON PD,B22-19208,MONROE,BLOOMINGTON,BLOOMINGTON,5/25/22,2:23 AM,3,,0,0,0,,N WALNUT ST,,,,,N WALNUT ST,W 7TH ST,,,,Y,,211,,39.16817042,-86.53360112,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO MAINTAIN LANE,$5001 TO $10000,SAME DIRECTION SIDESWIPE,W7THSTNWALNUTST,0,
BLOOMINGTON PD,B22-41048,MONROE,PERRY,BLOOMINGTON,10/6/22,12:25 PM,2,,0,0,0,120,E MILLER DR,,,,,E MILLER DR,,,,,Y,,0,,39.14692867,-86.53164819,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$5001 TO $10000,OPPOSITE DIRECTION SIDESWIPE,EMILLERDR,0,
MONROE SD,M22A23397,MONROE,BLOOMINGTON,BLOOMINGTON,9/23/22,8:09 AM,2,,0,0,0,,STATE RD 46,,,,,STATE RD 46,I 69,,120,,N,,0,,39.18710758,-86.55595067,,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,$2501 TO $5000,RIGHT ANGLE,STATERD46I69,0,
BLOOMINGTON PD,B22-10169,MONROE,BLOOMINGTON,BLOOMINGTON,3/25/22,12:54 PM,2,,0,0,0,,100 E. 6TH ST,,,,,100 E. 6TH ST,N. WALNUT ST,,,,Y,,300,,39.166725,-86.53323,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,SAME DIRECTION SIDESWIPE,N.WALNUTST100E.6THST,0,
DNR LAW ENFORCEMENT,06-22-01801,MONROE,PERRY,BLOOMINGTON,7/4/22,11:00 PM,2,,0,0,0,,S FAIRFAX RD,,,,,S FAIRFAX RD,,,,,N,,0,,39.01631706,-86.48281879,,,,,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$2501 TO $5000,BACKING CRASH,SFAIRFAXRD,0,
MONROE SD,M22A17664,MONROE,BLOOMINGTON,BLOOMINGTON,7/22/22,7:19 AM,1,,0,0,1,,N OLD STATE ROAD 37,,,,,N OLD STATE ROAD 37,E OLD MYERS RD,,,,N,,250,,39.23392892,-86.50445524,COUNTY ROAD,,,,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN ROADWAY,$5001 TO $10000,COLLISION WITH DEER,NOLDSTATEROAD37EOLDMYERSRD,0,
BLOOMINGTON PD,B22-39958,MONROE,BLOOMINGTON,BLOOMINGTON,9/30/22,9:07 AM,2,,0,0,0,400,W NORTHLANE DR,,,,,W NORTHLANE DR,,,,,Y,,0,,39.18278484,-86.53856111,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$2501 TO $5000,RIGHT ANGLE,WNORTHLANEDR,0,
BLOOMINGTON PD,B22-05852,MONROE,PERRY,BLOOMINGTON,2/21/22,7:10 AM,2,,0,0,0,,N DUNN ST,,,,,N DUNN ST,E 7TH ST,,,,Y,,0,,39.16852148,-86.52825541,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,LEFT/RIGHT TURN,NDUNNSTE7THST,0,
BLOOMINGTON PD,B22-34440,MONROE,PERRY,BLOOMINGTON,8/30/22,12:10 PM,1,,1,0,0,,BLOOMFIELD RD,,,,,BLOOMFIELD RD,S ADAMS ST,,,,Y,,0,,39.16037909,-86.5508253,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,COLLISION WITH OBJECT IN ROAD,SADAMSSTBLOOMFIELDRD,1,
MONROE SD,M22A2972,MONROE,RICHLAND,ELLETTSVILLE,2/8/22,9:04 AM,2,,0,0,0,,W STATE RD 46,,,,,W STATE RD 46,DEER PARK,,,,N,,0,,39.24482887,-86.63496346,STATE ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,RIGHT ANGLE,WSTATERD46DEERPARK,0,
BLOOMINGTON PD,B22-26603,MONROE,BLOOMINGTON,BLOOMINGTON,7/12/22,4:51 PM,2,,0,0,0,,STATE RD 46,,,,,STATE RD 46,N KINSER PIKE,,,,Y,,0,,39.18645899,-86.53838522,STATE ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,$5001 TO $10000,REAR END,STATERD46NKINSERPIKE,0,
INDIANA UNIV BLOOMINGTON PD,221142,MONROE,BLOOMINGTON,BLOOMINGTON,3/28/22,3:05 PM,2,,0,0,0,,E 8TH ST,,,,,E 8TH ST,,,,,Y,,0,,39.16921248,-86.52290295,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$10001 TO $25000,BACKING CRASH,E8THST,0,
MONROE SD,M22A2487,MONROE,WASHINGTON,BLOOMINGTON,2/1/22,6:57 AM,1,,0,0,1,,N OLD STATE ROAD 37,,,,,N OLD STATE ROAD 37,E WYLIE RD,,,,N,,0,,39.25310856,-86.50091287,LOCAL/CITY ROAD,,,,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN ROADWAY,$2501 TO $5000,COLLISION WITH DEER,NOLDSTATEROAD37EWYLIERD,0,
BLOOMINGTON PD,B22-09221,MONROE,PERRY,BLOOMINGTON,3/18/22,8:40 AM,2,,0,0,0,,E WINSLOW RD,,,,,E WINSLOW RD,S HENDERSON ST,,,,Y,,0,,39.13600176,-86.52692503,LOCAL/CITY ROAD,,,,RURAL,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,LEFT/RIGHT TURN,SHENDERSONSTEWINSLOWRD,0,
BLOOMINGTON PD,B22-20090,MONROE,BLOOMINGTON,BLOOMINGTON,5/31/22,2:32 PM,2,,0,0,0,,STATE RD 46,,,,,STATE RD 46,E 7TH ST,,,,Y,,0,,39.16750538,-86.50014889,LOCAL/CITY ROAD,,,,URBAN,N,N,Y,LANE CLOSURE,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,$2501 TO $5000,REAR END,STATERD46E7THST,0,
INDIANA UNIV BLOOMINGTON PD,221089,MONROE,BLOOMINGTON,BLOOMINGTON,3/23/22,11:25 AM,2,,0,0,0,,STATE RD 45,,,,,STATE RD 45,E 10TH ST,,,,Y,,370,,39.1721292,-86.50264398,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$10001 TO $25000,REAR END,STATERD45E10THST,0,
MONROE SD,M22A11186,MONROE,CLEAR CREEK,BLOOMINGTON,5/15/22,2:07 PM,2,,0,0,0,7148,S FAIRFAX RD,,,,,S FAIRFAX RD,,,,,N,,0,,39.07336815,-86.50447166,PRIVATE DRIVE,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$1001 TO $2500,BACKING CRASH,SFAIRFAXRD,0,
MONROE SD,M22A22713,MONROE,RICHLAND,,9/15/22,8:09 AM,2,,0,0,0,,W RATLIFF RD,,,,,W RATLIFF RD,N HARTSTRAIT RD,,,,N,,0,,39.20909143,-86.61140258,,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$10001 TO $25000,LEFT/RIGHT TURN,WRATLIFFRDNHARTSTRAITRD,0,
BLOOMINGTON PD,B22-30530,MONROE,PERRY,BLOOMINGTON,8/7/22,9:56 PM,2,,3,0,0,,E 3RD ST,,,,,E 3RD ST,S PETE ELLIS DR,,,,Y,,0,,39.16420431,-86.49496025,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$10001 TO $25000,RIGHT ANGLE,SPETEELLISDRE3RDST,0,
MONROE SD,M22A16275,MONROE,PERRY,BLOOMINGTON,7/7/22,5:34 AM,2,,0,0,0,,S FAIRFAX RD,,,,,S FAIRFAX RD,E MOFFETT LN,,,,N,,0,,39.09987171,-86.5178157,COUNTY ROAD,,,,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$10001 TO $25000,REAR END,SFAIRFAXRDEMOFFETTLN,0,
BLOOMINGTON PD,B22-29752,MONROE,RICHLAND,BLOOMINGTON,8/2/22,6:40 PM,1,,0,0,0,,WAPEHANI,,,,,WAPEHANI,WEIMER,,,,Y,,100,,39.14414292,-86.56882475,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,GRAVEL,UNSAFE SPEED,$5001 TO $10000,RAN OFF ROAD,WEIMERWAPEHANI,0,
INDIANA UNIV BLOOMINGTON PD,221583,MONROE,BLOOMINGTON,BLOOMINGTON,4/24/22,6:50 PM,2,,0,0,0,,E 13TH ST,,,,,E 13TH ST,N FEE LN,,,,Y,,0,,39.17510277,-86.51907153,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,IMPROPER TURNING,$1001 TO $2500,LEFT TURN,NFEELNE13THST,0,
BLOOMINGTON PD,B22-21880,MONROE,BLOOMINGTON,BLOOMINGTON,6/11/22,8:08 PM,2,,0,0,0,360,N JACOB DR,,,,,N JACOB DR,,,,,Y,,0,,39.17051999,-86.57239373,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,NJACOBDR,0,
MONROE SD,M22A5843,MONROE,RICHLAND,BLOOMINGTON,3/14/22,8:31 AM,2,,1,0,0,,W SR 46,,,,,W SR 46,N OUTBACK RD,,,,N,,0,,39.2150956,-86.59274914,STATE ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,ANIMAL/OBJECT IN ROADWAY,$5001 TO $10000,RIGHT ANGLE,WSR46NOUTBACKRD,0,
BLOOMINGTON PD,B22-33928,MONROE,PERRY,BLOOMINGTON,8/27/22,12:05 PM,2,,2,0,0,,W 3RD ST,,,,,W 3RD ST,S OPPORTUNITY LN,,,,Y,,0,,39.16456123,-86.56730528,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,W3RDSTSOPPORTUNITYLN,0,
INDIANA UNIV BLOOMINGTON PD,220491,MONROE,BLOOMINGTON,BLOOMINGTON,2/8/22,5:55 PM,2,,0,0,0,,E 7TH ST,,,,,E 7TH ST,N DUNN ST,,,,Y,,0,,39.16854643,-86.52825541,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,WET,,FOUR-WAY INTERSECTION,,ASPHALT,DISREGARD SIGNAL/REG SIGN,$50001 TO $100000,RIGHT ANGLE,NDUNNSTE7THST,0,
ISP BLOOMINGTON 33,2.022E+11,MONROE,BENTON,UNIONVILLE(MONROE),4/9/22,11:36 AM,2,,0,0,0,,E STATE RD 45,,,,,E STATE RD 45,N BENTON DR,,,,N,,475,,39.21955074,-86.44318176,STATE ROAD,,,,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,LEFT OF CENTER,UNDER $1001,OPPOSITE DIRECTION SIDESWIPE,NBENTONDRESTATERD45,0,
INDIANA UNIV BLOOMINGTON PD,220434,MONROE,BLOOMINGTON,BLOOMINGTON,2/5/22,1:00 PM,2,,0,0,0,1206,N FORREST AVE,,,,,N FORREST AVE,,,,,Y,,0,,39.17732966,-86.52253694,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER TURNING,UNDER $1001,RIGHT TURN,NFORRESTAVE,0,
MONROE SD,M22A20107,MONROE,PERRY,BLOOMINGTON,8/17/22,8:36 AM,2,,0,0,0,,S OLD STATE ROAD 37,,,,,S OLD STATE ROAD 37,W DILLMAN RD,,,,N,,500,,39.09065846,-86.54410296,STATE ROAD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,$1001 TO $2500,REAR END,WDILLMANRDSOLDSTATEROAD37,0,
BLOOMINGTON PD,B22-13240,MONROE,BLOOMINGTON,BLOOMINGTON,4/15/22,8:50 PM,2,,0,0,0,,N KINSER PIKE,,,,,N KINSER PIKE,STATE RD 46,,,,Y,,0,,39.18651095,-86.53774685,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,LEFT TURN,STATERD46NKINSERPIKE,0,
MONROE SD,M22A3329,MONROE,VAN BUREN,BLOOMINGTON,2/11/22,9:14 PM,1,,0,0,0,,W 3RD ST,,,,,W 3RD ST,,,,,N,,0,,39.16363744,-86.6358488,STATE ROAD,,,,RURAL,N,N,N,,DARK (NOT LIGHTED),CLOUDY,WET,,NO JUNCTION INVOLVED,,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,$5001 TO $10000,RAN OFF ROAD,W3RDST,0,
