_id,Agency,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control
1718,BLOOMINGTON PD,BLOOMINGTON,2022-08-19T00:00:00,12:17 PM,3,,0,0,0,550,"","",S ADAMS ST,"","",0,"",39.16191549,-86.55130927,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SAME DIRECTION SIDESWIPE,SADAMSST,""
1719,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-09-03T00:00:00,8:00 PM,2,,0,0,0,"","","",STATE RD 45,N DUNN ST,"",475,"",39.18629651,-86.52734078,STATE ROAD,"",URBAN,N,N,N,"",DAWN/DUSK,RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,STATERD45NDUNNST,""
1720,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-09-17T00:00:00,4:35 PM,2,,0,0,0,"","","",STATE RD 45,N MILO B SAMPSON LN,"",0,"",39.18619656,-86.52406563,STATE ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,STATERD45NMILOBSAMPSONLN,""
1721,ELLETTSVILLE PD,ELLETTSVILLE,2022-08-06T00:00:00,11:09 PM,2,,0,0,0,"","","",STATE RD 46,OUTBACK RD,"",422,"",39.21424827,-86.59161707,STATE ROAD,"",RURAL,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,DRIVER FAILED TO DIM LIGHTS,SAME DIRECTION SIDESWIPE,STATERD46OUTBACKRD,""
1722,MONROE SD,BLOOMINGTON,2022-06-22T00:00:00,11:11 PM,1,,0,0,1,"","","",STATE RD 46,"","",0,"",39.15159414,-86.40329119,STATE ROAD,"",RURAL,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,STATERD46,""
1723,BLOOMINGTON PD,BLOOMINGTON,2022-08-22T00:00:00,12:46 PM,2,,0,0,0,"","","",N COLLEGE AVE,W 6TH ST,"",317,"",39.16805321,-86.53489924,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,W6THSTNCOLLEGEAVE,""
1724,BLOOMINGTON PD,BLOOMINGTON,2022-09-14T00:00:00,3:24 PM,2,,1,0,0,"","","",W ALLEN ST,S ADAMS ST,"",0,"",39.15582667,-86.55053782,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,WALLENSTSADAMSST,""
1725,BLOOMINGTON PD,BLOOMINGTON,2022-09-17T00:00:00,12:52 PM,2,,0,0,0,320,"","",N JACOB DR,"","",0,"",39.17043525,-86.57206587,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,OVERCORRECTING/OVERSTEERING,SAME DIRECTION SIDESWIPE,NJACOBDR,""
1726,ISP BLOOMINGTON 33,BLOOMINGTON,2022-07-30T00:00:00,11:55 AM,2,,1,0,0,"","","",W STATE RD 45,S ISON RD,"",0,"",39.12793094,-86.60646434,STATE ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,REAR END,WSTATERD45SISONRD,""
1727,BLOOMINGTON PD,BLOOMINGTON,2022-06-01T00:00:00,11:01 AM,3,,1,0,0,"","","",E. 3RD ST,PETE ELLIS DR,"",0,"",39.164236,-86.494902,LOCAL/CITY ROAD,"",URBAN,N,N,Y,LANE CLOSURE,DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,PETEELLISDRE.3RDST,""
1728,BLOOMINGTON PD,BLOOMINGTON,2022-08-31T00:00:00,12:50 PM,2,,0,0,0,240,"","",N GATES DR,"","",0,"",39.16794,-86.57466911,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,NGATESDR,""
1729,BLOOMINGTON PD,BLOOMINGTON,2022-08-19T00:00:00,5:30 PM,2,,0,0,0,350,"","",S LANDMARK AVE,"","",0,"",39.16348344,-86.55627938,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,IMPROPER TURNING,REAR END,SLANDMARKAVE,""
1730,BLOOMINGTON PD,BLOOMINGTON,2022-09-06T00:00:00,7:27 AM,1,,0,0,0,"","","",S WALNUT STREET PIKE,E. ALLENDALE DR,"",300,"",39.1285797,-86.52679003,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAWN/DUSK,CLOUDY,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RAN OFF ROAD,SWALNUTSTREETPIKEE.ALLENDALEDR,""
1731,BLOOMINGTON PD,BLOOMINGTON,2022-08-07T00:00:00,10:02 PM,1,,0,0,0,"","","",W MARLENE DR,"","",0,"",,,"","",URBAN,N,N,N,"",UNKNOWN,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,WMARLENEDR,""
1732,MONROE SD,BLOOMINGTON,2022-07-26T00:00:00,7:24 AM,2,,0,0,0,"","","",W FLUCK MILL,S VICTOR PIKE,"",0,"",,,LOCAL/CITY ROAD,"",RURAL,N,N,N,"",DAYLIGHT,RAIN,WET,"",T-INTERSECTION,"",ASPHALT,IMPROPER LANE USAGE,RIGHT ANGLE,WFLUCKMILLSVICTORPIKE,""
1733,MONROE SD,ELLETTSVILLE,2022-09-23T00:00:00,11:20 PM,1,,0,0,0,"","","",W BRIGHTON RD,W WAMPLER RD,"",0,"",39.33442658,-86.61444944,COUNTY ROAD,"",RURAL,N,N,N,"",DARK (NOT LIGHTED),RAIN,WET,"",T-INTERSECTION,"",ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,WWAMPLERRDWBRIGHTONRD,""
1734,BLOOMINGTON PD,BLOOMINGTON,2022-07-25T00:00:00,11:17 AM,2,,0,0,0,"","","",N KINSER PIKE,ST RD 45/46 BYPASS,"",0,"",39.18646335,-86.53775955,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",FIVE POINT OR MORE,"",ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,STRD45/46BYPASSNKINSERPIKE,""
1735,MONROE SD,BLOOMINGTON,2022-09-04T00:00:00,2:15 PM,1,,3,0,0,"","","",S. OLD STATE RD 37,W HOBART DR,"",0,"",39.01373704,-86.54100127,COUNTY ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",T-INTERSECTION,"",ASPHALT,UNSAFE SPEED,RAN OFF ROAD,WHOBARTDRS.OLDSTATERD37,""
1736,BLOOMINGTON PD,BLOOMINGTON,2022-09-25T00:00:00,12:55 PM,3,,0,0,0,"","","",S ROCKPORT RD,W TAPP RD,"",0,"",39.136332,-86.548756,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,WTAPPRDSROCKPORTRD,""
1737,BLOOMINGTON PD,BLOOMINGTON,2022-09-17T00:00:00,11:35 AM,2,,0,0,0,"","","",E 3RD ST,S PARK RIDGE RD,"",792,"",39.16427366,-86.47803637,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SPARKRIDGERDE3RDST,""
1738,MONROE SD,BLOOMINGTON,2022-06-29T00:00:00,6:51 PM,2,,3,0,0,"","","",W STATE RD 45,STATE RD 45,"",0,"",39.1405646,-86.58624557,STATE ROAD,"",RURAL,N,Y,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,HEAD ON BETWEEN TWO MOTOR VEHICLES,WSTATERD45STATERD45,""
1739,MONROE SD,BLOOMINGTON,2022-08-28T00:00:00,3:16 AM,1,,1,0,0,"","","",STATE RD 46,"","",0,"",39.16369842,-86.41856125,STATE ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,STATERD46,""
1740,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-06-19T00:00:00,10:20 PM,3,,3,0,0,"","","",STATE RD 45,N JORDAN AVE,"",898,"",39.18492262,-86.51561684,STATE ROAD,"",URBAN,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,REAR END,STATERD45NJORDANAVE,""
1741,BLOOMINGTON PD,BLOOMINGTON,2022-07-30T00:00:00,6:43 AM,1,,0,0,0,"","","",S ROGERS ST,"","",0,"",39.14460038,-86.53889969,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RAN OFF ROAD,SROGERSST,""
1742,BLOOMINGTON PD,BLOOMINGTON,2022-08-23T00:00:00,8:00 PM,1,,1,0,0,406,"","",E 11TH ST,"","",0,"",39.17332315,-86.52910458,PRIVATE DRIVE,"",URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,"",CONCRETE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RAN OFF ROAD,E11THST,""
1743,BLOOMINGTON PD,BLOOMINGTON,2022-06-22T00:00:00,1:29 PM,2,,0,0,0,3100,"","",S WALNUT STREET PIKE,"","",0,"",39.12854228,-86.52754044,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,SWALNUTSTREETPIKE,""
1744,MONROE SD,BLOOMINGTON,2022-06-10T00:00:00,8:48 PM,1,,0,1,0,"","","",W AIRPORT RD,S KIRBY RD,"",1000,"",39.13690607,-86.61518044,LOCAL/CITY ROAD,"",RURAL,N,N,N,"",DAWN/DUSK,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,RAN OFF ROAD,WAIRPORTRDSKIRBYRD,""
1745,BLOOMINGTON PD,BLOOMINGTON,2022-07-17T00:00:00,3:07 PM,2,,0,0,0,"","","",W. 3RD ST,S KIMBLE DR,"",0,"",,,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",FOUR-WAY INTERSECTION,"",CONCRETE,BRAKE FAILURE OR DEFECTIVE,REAR END,W.3RDSTSKIMBLEDR,""
1746,BLOOMINGTON PD,BLOOMINGTON,2022-06-28T00:00:00,2:36 PM,2,,1,0,0,"","","",N. KINSER PK,W. WINDING WAY,"",1000,"",39.19729186,-86.54473979,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,W.WINDINGWAYN.KINSERPK,""
1747,BLOOMINGTON PD,BLOOMINGTON,2022-07-14T00:00:00,8:39 PM,1,,1,0,0,"","","",S FRANKLIN RD,W 3RD ST,"",0,"",39.16459944,-86.57021589,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAWN/DUSK,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RIGHT TURN,W3RDSTSFRANKLINRD,""
1748,BLOOMINGTON PD,BLOOMINGTON,2022-06-13T00:00:00,6:45 AM,2,,0,0,0,"","","",116 N GRANT ST,"","",0,"",,,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,116NGRANTST,""
1749,BLOOMINGTON PD,BLOOMINGTON,2022-07-20T00:00:00,3:15 PM,1,,1,0,0,"","","",W BLOOMFIELD RD,S PATTERSON DR,"",0,"",39.16079128,-86.54847248,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,WBLOOMFIELDRDSPATTERSONDR,""
1750,BLOOMINGTON PD,BLOOMINGTON,2022-08-07T00:00:00,9:56 PM,2,,3,0,0,"","","",E 3RD ST,S PETE ELLIS DR,"",0,"",39.16420431,-86.49496025,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (LIGHTED),CLOUDY,DRY,"",T-INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SPETEELLISDRE3RDST,""
1751,BLOOMINGTON PD,BLOOMINGTON,2022-08-18T00:00:00,5:00 PM,1,,1,0,0,"","","",W 1ST ST,S WALNUT ST,"",0,"",39.15935447,-86.53371102,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,PEDESTRIAN ACTION,RIGHT ANGLE,W1STSTSWALNUTST,""
1752,MONROE SD,"",2022-08-06T00:00:00,1:55 AM,1,,1,0,0,"","","",W STATE RD 45,"","",0,"",39.11784416,-86.62203137,STATE ROAD,"",RURAL,N,Y,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE SPEED,RAN OFF ROAD,WSTATERD45,""
1753,MONROE SD,BLOOMINGTON,2022-07-21T00:00:00,5:30 AM,2,,0,0,0,"","","",S OLD STATE RD 37,S STATE RD 37,"",0,"",,,STATE ROAD,"",RURAL,N,N,N,"",DAWN/DUSK,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,DRIVER ASLEEP OR FATIGUED,REAR END,SSTATERD37SOLDSTATERD37,""
1754,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-09-13T00:00:00,3:24 PM,2,,0,0,0,"","","",EAGLESON AVENUE,17TH STREET,"",300,"",39.1777715,-86.51237941,"","",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,BACKING CRASH,EAGLESONAVENUE17THSTREET,""
1755,BLOOMINGTON PD,BLOOMINGTON,2022-06-25T00:00:00,11:20 AM,2,,0,0,0,1155,"","",S COLLEGE MALL RD,"","",0,"",39.15428577,-86.49720367,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,REAR TO REAR,SCOLLEGEMALLRD,""
1756,BLOOMINGTON PD,"",2022-06-23T00:00:00,11:09 AM,2,,0,0,0,"","","",W BLOOMFIELD RD,S PATTERSON DR,"",0,"",,,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,IMPROPER TURNING,SAME DIRECTION SIDESWIPE,WBLOOMFIELDRDSPATTERSONDR,""
1757,BLOOMINGTON PD,BLOOMINGTON,2022-09-17T00:00:00,1:03 PM,2,,0,0,0,"","","",W KIRKWOOD AVE,N JACKSON ST,"",0,"",39.16666026,-86.53978266,LOCAL/CITY ROAD,"",URBAN,N,N,B,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,IMPROPER LANE USAGE,SAME DIRECTION SIDESWIPE,WKIRKWOODAVENJACKSONST,""
1758,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-09-18T00:00:00,4:25 PM,2,,0,0,0,"","","",E 3RD ST,S FESS AVE,"",0,"",39.16427086,-86.52539081,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,SFESSAVEE3RDST,""
1759,ELLETTSVILLE PD,ELLETTSVILLE,2022-08-19T00:00:00,7:08 PM,2,,0,0,0,"","","",W TEMPERANCE ST,N MATHEWS DR,"",0,"",39.23481883,-86.62630776,STATE ROAD,"",URBAN,N,N,N,"",DAWN/DUSK,CLEAR,DRY,"",T-INTERSECTION,"",ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,WTEMPERANCESTNMATHEWSDR,""
1760,BLOOMINGTON PD,BLOOMINGTON,2022-06-28T00:00:00,9:05 AM,1,,1,0,0,"","","",W. 17TH ST,N. WALNUT ST,"",0,"",39.178982,-86.533502,LOCAL/CITY ROAD,"",URBAN,N,N,Y,LANE CLOSURE,DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,BRAKE FAILURE OR DEFECTIVE,COLLISION WITH OBJECT IN ROAD,W.17THSTN.WALNUTST,""
1761,MONROE SD,BLOOMINGTON,2022-09-10T00:00:00,8:40 PM,1,,0,0,0,"","","",I-69,N KINSER PK,"",1900,"",39.22550668,-86.54688102,INTERSTATE,"",RURAL,N,Y,N,"",DARK (NOT LIGHTED),RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,NKINSERPKI-69,""
1762,MONROE SD,BLOOMINGTON,2022-06-19T00:00:00,9:51 PM,1,,0,0,0,"","","",PAYNETOWN RD,"","",0,"",39.08483605,-86.43525904,PRIVATE DRIVE,"",RURAL,N,N,N,"",DAWN/DUSK,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SAME DIRECTION SIDESWIPE,PAYNETOWNRD,""
1763,MONROE SD,BLOOMINGTON,2022-08-14T00:00:00,4:00 AM,1,,0,0,0,"","","",N HARTSTRAIT RD,W WALCOTT LN,"",845,"",39.19991638,-86.61129778,COUNTY ROAD,"",RURAL,N,N,N,"",DARK (NOT LIGHTED),CLEAR,LOOSE MATERIAL ON ROAD,"",NO JUNCTION INVOLVED,"",ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH OBJECT IN ROAD,WWALCOTTLNNHARTSTRAITRD,""
1764,BLOOMINGTON PD,BLOOMINGTON,2022-06-25T00:00:00,6:40 PM,2,,1,0,0,"","","",N KINSER PIKE,STATE RD 46,"",0,"",39.18648047,-86.5377397,STATE ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,HEAD ON BETWEEN TWO MOTOR VEHICLES,STATERD46NKINSERPIKE,""
1765,MONROE SD,ELLETTSVILLE,2022-08-01T00:00:00,10:43 AM,1,,0,0,0,"","","",STATE RD 46,W ARLINGTON RD,"",528,"",39.20693344,-86.57942516,"","",RURAL,N,Y,N,"",DAYLIGHT,CLEAR,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,WARLINGTONRDSTATERD46,""
1766,BLOOMINGTON PD,BLOOMINGTON,2022-08-22T00:00:00,10:50 PM,2,,0,0,0,"","","",S WOODSCREST DR,S HILLSDALE DR,"",0,"",39.16322328,-86.50299321,PRIVATE DRIVE,"",URBAN,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RIGHT TURN,SWOODSCRESTDRSHILLSDALEDR,""
1767,BLOOMINGTON PD,BLOOMINGTON,2022-07-28T00:00:00,1:30 PM,2,,0,0,0,1175,"","",S COLLEGE MALL RD,"","",0,"",39.15281047,-86.497591,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,SCOLLEGEMALLRD,""
1768,MONROE SD,BLOOMINGTON,2022-08-13T00:00:00,11:11 PM,1,,0,0,0,"","","",W DELAP RD,N WOODALL RD,"",0,"",39.26083705,-86.58344004,COUNTY ROAD,"",RURAL,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",T-INTERSECTION,"",ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,RAN OFF ROAD,WDELAPRDNWOODALLRD,""
1769,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-09-01T00:00:00,3:55 PM,2,,0,0,0,"","","",N UNION CT,N UNION ST,"",0,"",39.17582428,-86.5096677,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,IMPROPER TURNING,SAME DIRECTION SIDESWIPE,NUNIONSTNUNIONCT,""
1770,BLOOMINGTON PD,BLOOMINGTON,2022-09-23T00:00:00,3:28 PM,2,,0,0,0,"","","",W VERNAL PIKE,N CRESCENT RD,"",0,"",39.17460166,-86.55617184,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",T-INTERSECTION,"",CONCRETE,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,WVERNALPIKENCRESCENTRD,""
1771,MONROE SD,BLOOMINGTON,2022-06-24T00:00:00,7:46 PM,2,,0,0,0,"","","",3835 W WOODHAVEN DRIVE,W WOODMERE WAY,"",0,"",39.12735,-86.58036,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,WWOODMEREWAY3835WWOODHAVENDRIVE,""
1772,MONROE SD,BLOOMINGTON,2022-09-19T00:00:00,8:02 AM,2,,0,0,0,"","","",W AIRPORT RD,W STATE RD 45,"",0,"",39.13653134,-86.59471472,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAWN/DUSK,CLEAR,DRY,"",T-INTERSECTION,"",ASPHALT,IMPROPER LANE USAGE,HEAD ON BETWEEN TWO MOTOR VEHICLES,WSTATERD45WAIRPORTRD,""
1773,BLOOMINGTON PD,BLOOMINGTON,2022-08-22T00:00:00,5:33 PM,2,,0,0,0,"","","",2125 S HIGHLAND AVE,"","",0,"",0,0,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,"",ASPHALT,IMPROPER TURNING,OPPOSITE DIRECTION SIDESWIPE,2125SHIGHLANDAVE,""
1774,BLOOMINGTON PD,BLOOMINGTON,2022-07-19T00:00:00,1:24 PM,1,,1,0,0,"","","",S GRANT ST,E KIRKWOOD AVE,"",0,"",39.16648195,-86.52986416,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,OVERCORRECTING/OVERSTEERING,OTHER - EXPLAIN IN NARRATIVE,SGRANTSTEKIRKWOODAVE,""
1775,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-06-06T00:00:00,2:33 PM,2,,1,0,0,"","","",E ATWATER AVE,BALLANTINE RD,"",0,"",39.16308131,-86.51879258,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,UNSAFE LANE MOVEMENT,LEFT TURN,EATWATERAVEBALLANTINERD,""
1776,BLOOMINGTON PD,BLOOMINGTON,2022-08-01T00:00:00,10:56 PM,2,,0,0,0,"","","",N WALNUT ST,E 17TH ST,"",0,"",39.17895817,-86.53346106,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (LIGHTED),CLOUDY,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,NWALNUTSTE17THST,""
1777,BLOOMINGTON PD,BLOOMINGTON,2022-09-12T00:00:00,3:14 PM,2,,0,0,0,"","","",W STATE RD 45,S HICKORY LEAF DR,"",0,"",39.14493061,-86.57791386,STATE ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,WSTATERD45SHICKORYLEAFDR,""
1778,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-09-30T00:00:00,4:35 PM,2,,0,0,0,"","","",STATE RD 45,WALKWAY,"",0,"",39.17441036,-86.5036971,STATE ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,WALKWAYSTATERD45,""
1779,BLOOMINGTON PD,BLOOMINGTON,2022-08-16T00:00:00,11:43 AM,2,,0,0,0,"","","",STATE RD 46,E 7TH ST,"",0,"",39.1677022,-86.50022174,STATE ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,"",ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,STATERD46E7THST,""
1780,MONROE SD,BLOOMINGTON,2022-08-12T00:00:00,6:44 AM,1,,0,0,1,"","","",W SR 48,S STONECHASE XING,"",0,"",39.1647547,-86.5952735,STATE ROAD,"",URBAN,N,Y,N,"",DARK (LIGHTED),CLEAR,DRY,"",T-INTERSECTION,"",ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,WSR48SSTONECHASEXING,""
1781,BLOOMINGTON PD,BLOOMINGTON,2022-06-09T00:00:00,12:25 PM,2,,0,0,0,"","","",W. 3RD ST,S. PATTERSON DR,"",0,"",39.16342,-86.551249,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,W.3RDSTS.PATTERSONDR,""
