Agency,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control
MONROE SD,BLOOMINGTON,10/5/2019,9:17 AM,1,0,0,0,0,,,,W POPCORN,,,2500,W,39.01175,-86.56166359,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SOUTHKETCHAMRDWESTPOPCORNRD,NONE
MONROE SD,BLOOMINGTON,10/5/2019,6:55 PM,2,0,0,0,0,,,,W TAPP,S ADAMS ST,,,,39.136565,-86.55422,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,TRAFFIC CIRCLE/ROUNDABOUT,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SOUTHADAMSSTWESTTAPPRD,ROUNDABOUT INTERSECTION
MONROE SD,BLOOMINGTON,10/5/2019,11:27 PM,1,0,0,0,0,,,,W WOODYARD,N LOESCH RD,,,,39.193872,-86.590784,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,NLOESCHRDWWOODYARDRD,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,10/6/2019,1:08 PM,2,0,0,0,0,,,,SR 46,S PETE ELLIS DR,,,,39.16424,-86.495088,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,3RDSTPETEELLISDR,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,10/6/2019,11:22 AM,2,0,1,0,0,,,,SR 37,S VICTOR PIKE,,500,S,39.10441906,-86.55010785,STATE ROAD,N,RURAL,N,Y,Y,LANE CLOSURE,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,SVICTORPIKESR37N,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,10/6/2019,3:23 PM,2,0,1,0,0,,,,E 3RD,S JEFFERSON ST,,50,W,39.164304,-86.506992,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E3RDSTNJEFFERSONST,NONE
BLOOMINGTON PD,BLOOMINGTON,10/6/2019,1:00 PM,2,0,0,0,0,,,,E HILLSIDE,S HENDERSON ST,,,,39.15056,-86.52693,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,ROADWAY SURFACE CONDITION,REAR END,HILLSIDEDRSHENDERSONST,TRAFFIC CONTROL SIGNAL
MONROE SD,ELLETTSVILLE,10/6/2019,10:11 AM,2,0,0,0,0,,,,N UNION VALLEY,W MCNELLY ST,,,,39.2375,-86.59278,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RIGHT ANGLE,NUNIONVALLEYRDWMCNELLYST,NONE
BLOOMINGTON PD,BLOOMINGTON,10/6/2019,5:55 PM,1,0,0,0,0,,123,S,N WALNUT,I-69,Y,,,0,0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,CURVE/HILLCREST,ASPHALT,ROADWAY SURFACE CONDITION,RAN OFF ROAD,NWALNUTST,NONE
BLOOMINGTON PD,BLOOMINGTON,10/6/2019,2:50 PM,2,0,0,0,0,,,,N WASHINGTON,E 15TH ST,,5,N,39.17688,-86.53224,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,RIGHT ANGLE,E15THSTNWASHINGTONST,STOP SIGN
BLOOMINGTON PD,BLOOMINGTON,10/6/2019,9:00 PM,2,0,0,0,0,,,,S WALNUT,E DIXIE ST,,,,39.15649,-86.53364,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,LEFT OF CENTER,HEAD ON BETWEEN TWO MOTOR VEHICLES,DIXIESTWALNUTST,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/6/2019,2:15 PM,2,0,0,0,0,,,,SR 46,,,,,0,0,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SR46UNIONVILLERD,NONE
MONROE SD,BLOOMINGTON,10/6/2019,1:10 PM,2,0,2,0,0,,,,W CHURCH,S WHITE PINE DR,,,,39.10732,-86.53709,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,HEAD ON BETWEEN TWO MOTOR VEHICLES,SWHITEPINEDRWCHURCHLN,NONE
BLOOMINGTON PD,BLOOMINGTON,10/7/2019,2:25 AM,1,0,2,0,0,,,,S COLLEGE MALL,E 3RD ST,,300,S,39.16424,-86.4984,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,RAN OFF ROAD,E3RDSTSCOLLEGEMALLRD,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,10/7/2019,12:00 AM,2,0,0,0,0,120,,,KINGSTON DR S,SR 46,,,,39.16658457,-86.49281455,UNKNOWN,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,NON-ROADWAY CRASH,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,SKINGSTONDR,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/7/2019,1:20 AM,2,0,0,0,0,,,,E 10TH,N WALNUT GROVE ST,,,,39.17162,-86.52099,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,REAR END,TENTHSTWALNUTGROVEST,NONE
MONROE SD,BLOOMINGTON,10/7/2019,3:52 PM,2,0,0,0,0,,,,SR 37,S OLD SR 37,,,,39.085632,-86.542304,STATE ROAD,N,RURAL,N,N,Y,INTERMITTENT OR MOVING WORK,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SOLDSTATERD37RDSR37S,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,10/7/2019,5:43 PM,2,0,2,0,0,,,,SR 45/46,I-69,Y,50,W,39.19424332,-86.55471389,STATE ROAD,N,URBAN,N,Y,Y,LANE CLOSURE,DAYLIGHT,CLEAR,DRY,,INTERCHANGE,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SR37SSR46W,LANE CONTROL
ELLETTSVILLE PD,ELLETTSVILLE,10/7/2019,4:10 PM,2,0,0,0,0,,,,SR 46,N CONSTABLE DR,,,,39.25889,-86.65716999,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,CONSTABLEDRSR46W,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,10/8/2019,6:48 AM,2,0,0,0,0,,,,SR 46,S PETE ELLIS DR,,,,39.16424,-86.495088,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,3RDSTPETEELLISDR,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/8/2019,10:45 AM,2,0,0,0,0,,,,S HIGHLAND,E 3RD ST,,,,39.16427,-86.51772,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,HIGHLANDAVETHIRDST,NONE
MONROE SD,BLOOMINGTON,10/8/2019,2:03 PM,2,0,0,0,0,,,,S WALNUT,W CHURCH LN,,,,39.107248,-86.531392,,Y,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SOLDSTATEROAD37RDWCHURCHLN,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,10/8/2019,6:45 AM,1,0,1,0,0,,,,S WALNUT,E HILLSIDE DR,,,,39.150544,-86.5336,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,LEFT TURN,HILLSIDEDRWALNUTST,TRAFFIC CONTROL SIGNAL
ISP BLOOMINGTON 33,BLOOMINGTON,10/8/2019,14:11 M,2,,0,0,0,,,,I-69,,,0,S,39.21847922,-86.55164807,INTERSTATE,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,BACKING CRASH,,
BLOOMINGTON PD,BLOOMINGTON,10/8/2019,1:17 AM,1,0,0,0,1,,118,1,I-69 N,,,,,0,0,INTERSTATE,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,RAMP,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,I69N,NONE
MONROE SD,ELLETTSVILLE,10/8/2019,2:36 PM,2,0,1,0,0,,,,N MATTHEWS,W MCNEELY ST,,,,39.23822,-86.6239,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NMATTHEWSDRWMCNEELYST,STOP SIGN
MONROE SD,ELLETTSVILLE,10/8/2019,7:51 PM,1,0,0,0,1,,,,N THOMAS,W RATLIFF RD,,3000,S,38.89884635,-86.6304,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,NTHOMASRDWRATLIFFRD,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/8/2019,12:35 PM,2,0,0,0,0,,,,N UNION,,,400,S,39.1292647,-86.50945,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,TENTHSTUNIONST,NONE
MONROE SD,BLOOMINGTON,10/8/2019,6:46 AM,2,0,0,0,0,,,,S CURRY,W BROADWAY AVE,,,,39.16584,-86.582992,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER LANE USAGE,SAME DIRECTION SIDESWIPE,SCURRYPIKEWBROADWAYAVE,NONE
BLOOMINGTON PD,BLOOMINGTON,10/8/2019,5:20 PM,2,0,0,0,0,,,,S HIGH,E HUNTER AVE,,,,39.16221,-86.50847,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EHUNTERAVESHIGHST,STOP SIGN
BLOOMINGTON PD,BLOOMINGTON,10/8/2019,7:42 AM,2,0,0,0,0,,,,S LEONARD SPRINGS,W WOODHAVEN DR,,,,39.12826,-86.58253,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SLEONARDSPRINGSRDWWOODHAVENDR,STOP SIGN
BLOOMINGTON PD,BLOOMINGTON,10/8/2019,9:15 AM,2,0,0,0,0,,,,S WASHINGTON,E SMITH AVE,,200,S,39.16229869,-86.5324,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,IMPROPER LANE USAGE,LEFT TURN,SMITHAVEWASHINGTONST,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/8/2019,7:50 AM,2,0,1,0,0,,,,SR 45/46,ENTRANCE TO IU PARKING LOT 10,,,,39.18629,-86.52841,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,DUNNSTSR46,NONE
BLOOMINGTON PD,BLOOMINGTON,10/8/2019,8:00 PM,2,0,0,0,0,,,,SR 48,ENTRANCE TO KROGER GAS PUMPS,,,,39.16461,-86.57913,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,OTHER - EXPLAIN IN NARRATIVE,SLIBERTYDRW3RDST,NONE
MONROE SD,BLOOMINGTON,10/9/2019,7:25 AM,2,0,0,0,0,,,,W TAPP,I-69,Y,,,0,0,COUNTY ROAD,N,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,,TRAFFIC CIRCLE/ROUNDABOUT,CURVE/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,I69NWTAPPRD,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,10/9/2019,9:43 AM,2,0,0,0,0,,,,S WALNUT,W COUNTRY CLUB DR,,200,N,39.13657739,-86.52912139,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,CURVE/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,WALNUTSTWINSLOWRD,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/9/2019,4:33 PM,2,0,0,0,0,,,,E 17TH,N FEE LN,,200,E,39.17891933,-86.51828632,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAST17THSTFEELN,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,10/9/2019,5:50 PM,2,1,2,0,0,,,,N SR 37 BUSINESS,W OLD SR 37,,,,0,0,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,OTHER - EXPLAIN IN NARRATIVE,CASCADESPARKTRLSR37N,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,10/9/2019,10:50 AM,2,0,0,0,0,,,,S OLD SR 37,SR 37,,,,0,0,COUNTY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,SOUTHOLDSTRD37RDSR37S,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/9/2019,6:45 PM,2,0,0,0,0,1001,,,E 17TH,,,,,39.17896,-86.521088,UNKNOWN,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,EAST17THST,NONE
BLOOMINGTON PD,BLOOMINGTON,10/9/2019,8:20 AM,2,0,0,0,0,,,,S SARE,E RHORER RD,,,,39.12145,-86.51158,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,RHORERRDSARERD,STOP SIGN
MONROE SD,BLOOMINGTON,10/9/2019,1:23 PM,2,1,0,0,0,,,,SR 46,E TRAILWAY DR,,5300,E,39.16118449,-86.41178299,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,LEFT OF CENTER,OPPOSITE DIRECTION SIDESWIPE,SOUTHTRAILWAYRDSR46E,NONE
MONROE SD,BLOOMINGTON,10/9/2019,3:24 PM,2,0,0,0,0,,,,SR 48,S HICKORY DR,,,,39.164832,-86.585856,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,LEFT TURN,HICKORYDRSR48W,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/10/2019,10:25 AM,2,0,0,0,0,,,,E 17TH,N INDIANA AVE,,,,39.179024,-86.5272,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAST17THSTINDIANAAVE,NONE
MONROE SD,BLOOMINGTON,10/10/2019,8:53 AM,2,0,0,0,0,,,,N CURRY,W WOODYARD RD,,,,39.190672,-86.582992,COUNTY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,CURVE/GRADE,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,NORTHCURRYPIKEWESTWOODYARDRD,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/10/2019,11:15 AM,1,0,1,0,0,,,,E 10TH,N FEE LN,,200,E,39.17161,-86.5190373,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,FEELNTENTHST,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/11/2019,8:10 AM,3,0,1,0,0,,,,SR 45/46,E 10TH ST,,,,39.17156,-86.50234,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,10THSTSR46S,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,10/11/2019,1:30 PM,2,0,0,0,0,,,,E 3RD,S COLLEGE MALL RD,,500,W,39.16464,-86.534816,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EAST3RDSTSOUTHCOLLEGEMALL,NONE
BLOOMINGTON PD,BLOOMINGTON,10/11/2019,2:07 PM,2,0,0,0,0,,,,SR 46,E 3RD ST,,500,N,39.16619049,-86.46728758,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E3RDSTSTRD46RD,NONE
BLOOMINGTON PD,BLOOMINGTON,10/11/2019,9:04 AM,2,0,0,0,0,,,,SR 45/46,N COLLEGE AVE,,,,39.186352,-86.534704,STATE ROAD,N,URBAN,N,N,N,,DAWN/DUSK,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NCOLLEGEAVESR4546E,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/11/2019,8:50 AM,2,0,1,0,0,,,,SR 45,N RANGE RD,,,,39.171504,-86.495312,LOCAL/CITY ROAD,N,URBAN,Y,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,10THSTRANGERD,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,10/11/2019,6:33 PM,2,0,0,0,0,,,,SR 45/46,E 17TH ST,,500,S,39.17866376,-86.50618143,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E17THSTSTATEROAD46RD,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/11/2019,5:20 PM,2,0,0,0,0,,,,SR 45/46,E 17TH ST,,,,39.17984,-86.507088,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,17THSTSR45S,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,10/11/2019,5:37 PM,2,0,2,0,0,,,,W 2ND,S ROGERS ST,,,,39.16139,-86.5387,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FOLLOWING TOO CLOSELY,REAR END,SROGERSSTW2NDST,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/11/2019,9:35 PM,2,0,0,0,0,,,,E 3RD,E ATWATER AVE,,,,39.16444,-86.52819,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,ATWATERAVETHIRDST,NONE
BLOOMINGTON PD,BLOOMINGTON,10/11/2019,12:17 PM,2,0,0,0,0,,,,N GATES,N JACOB DR,,,,39.16562,-86.576,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NGATESDRWJACOBDR,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/11/2019,4:28 PM,2,0,0,0,0,,,,S JORDAN,E JONES AVE,,,,39.1654,-86.51637,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,JONESAVEJORDANAVE,NONE
MONROE SD,BLOOMINGTON,10/11/2019,8:07 AM,2,0,0,0,0,,,,SR 37,S OLD SR 37,,,,39.085632,-86.542304,STATE ROAD,N,URBAN,N,N,N,,DAWN/DUSK,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SOUTHOLDSTATEROAD37RDSR37S,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,10/11/2019,4:00 AM,2,0,0,0,0,,,,SR 37,S WALNUT ST,,,,38.77814,-86.50351,STATE ROAD,N,RURAL,N,N,Y,WORK ON SHOULDER,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,HEAD ON BETWEEN TWO MOTOR VEHICLES,OLDSTRD37RDSR37N,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,10/11/2019,11:54 AM,2,0,0,0,0,,,,SR 46,S PARK RIDGE RD,,75,E,39.16424,-86.47583139,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,3RDSTPARKRIDGERD,LANE CONTROL
MONROE SD,BLOOMINGTON,10/11/2019,7:30 AM,1,0,0,0,0,,,,SR 48,W VERNAL PIKE,,1000,W,0,0,STATE ROAD,N,RURAL,N,N,N,,DAWN/DUSK,RAIN,WET,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SR48WWVERNALPIKE,NO PASSING ZONE
MONROE SD,BLOOMINGTON,10/11/2019,4:59 PM,2,0,0,0,0,,,,SR 37,S VICTOR PIKE,,,,39.105552,-86.551104,STATE ROAD,N,RURAL,N,N,Y,LANE CLOSURE,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SVICTORPIKESR37S,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,10/11/2019,4:16 PM,1,0,0,0,0,,,,E SAMPLE,W OLD SR 37,,1000,W,39.25884886,-86.50462726,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,CURVE/HILLCREST,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,OLDSTATEROAD37RDSAMPLERD,NONE
MONROE SD,BLOOMINGTON,10/11/2019,8:03 AM,2,0,0,0,0,,,,S FAIRFAX,S WALNUT ST PIKE,,,,39.10719,-86.52648,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAWN/DUSK,RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,SFAIRFAXRDSWALNUTSTREETPIKE,NONE
