_id,Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime
2624,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E BURKS DR,S WALNUT ST,,,,,,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,OPPOSITE DIRECTION SIDESWIPE,EBURKSDRSWALNUTST,STOP SIGN,2021-03-01 13:36:00
2625,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S WALNUT ST PIKE,S HENDERSON ST,,,,39.133744,-86.526896,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,SHENDERSONSTSWALNUTSTREETPIKE,STOP SIGN,2021-03-01 14:45:00
2626,BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,0,918,,,W 3RD ST,ALLEY,,,,39.164352,-86.52231576,UNKNOWN,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,IMPROPER LANE USAGE,OTHER - EXPLAIN IN NARRATIVE,W3RDST,NONE,2021-02-28 02:30:00
2627,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,502,,,W 6TH ST,N ROGERS ST,,200.0,W,39.16768,-86.538592,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,NROGERSSTW6THST,NONE,2021-02-28 02:37:00
2628,BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,0,,,,S PATTERSON DR,W PROSPECT ST,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,COLLISION WITH OBJECT IN ROAD,SPATTERSONDRWPROSPECTST,TRAFFIC CONTROL SIGNAL,2021-02-28 02:53:00
2629,BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0,0,,,,SR 45,N PETE ELLIS DR,,300.0,E,39.171504,-86.495312,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,E10THSTNPETEELLISDR,NONE,2021-02-28 03:19:00
2630,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 3RD ST,S JORDAN AVE,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,JORDANAVETHIRDST,TRAFFIC CONTROL SIGNAL,2021-02-28 14:00:00
2631,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 10TH ST,N LINCOLN ST,,,,39.171712,-86.530992,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,OTHER - EXPLAIN IN NARRATIVE,E10THSTNLINCOLNST,STOP SIGN,2021-02-28 14:05:00
2632,BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0,0,,,,I-69 N,,,40.0,S,,,INTERSTATE,N,URBAN,N,Y,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,I69N119.5,NONE,2021-02-28 14:07:00
2633,BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,SR 48,S GATES DR,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,HEAD ON BETWEEN TWO MOTOR VEHICLES,NGATESDRW3RDST,NONE,2021-02-28 14:43:00
2634,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S INDIANA AVE,E KIRKWOOD AVE,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,REAR END,INDIANAAVEKIRKWOODAVE,NONE,2021-02-28 20:27:00
2635,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,316,,,ALLEY,,,,,,,UNKNOWN,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OVERCORRECTING/OVERSTEERING,REAR END,EAST4THST,NONE,2021-02-27 13:10:00
2636,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S WALNUT ST,W COUNTRY CLUB DR,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SOUTHWALNUTSTWESTCOUNTRYCLUBDR,TRAFFIC CONTROL SIGNAL,2021-02-27 14:40:00
2637,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,SR 45,SR 45/46,,,,,,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SR45SR46,TRAFFIC CONTROL SIGNAL,2021-02-27 18:05:00
2638,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,900,,,W KIRKWOOD AVE,N WALDRON ST,,50.0,W,39.166736,-86.5436,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,LEFT OF CENTER,OPPOSITE DIRECTION SIDESWIPE,900WKIRKWOODAVENWALDRONAVE,LANE CONTROL,2021-02-27 20:00:00
2639,ISP BLOOMINGTON 33,BLOOMINGTON,3,,0.0,0,0,,,,W 3RD ST,I-69,,225.0,E,39.16461383,-86.57241523,LOCAL/CITY ROAD,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W3rdStI69,,2021-02-27 23:30:00
2640,BLOOMINGTON PD,BLOOMINGTON,2,1.0,0.0,0,0,,,,SR 48,I-69 S,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,LEFT TURN,I6937OPASW3RDST,NONE,2021-02-26 00:37:00
2641,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S LIBERTY DR,SR 48,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,SLIBERTYDRW3RDST,TRAFFIC CONTROL SIGNAL,2021-02-26 08:17:00
2642,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,5462,,,W LEONARD SPRINGS RD,,,500.0,E,,,COUNTY ROAD,Y,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SOUTHISONRDWESTLEONARDSPRINGSRD,NONE,2021-02-26 10:20:00
2643,MONROE SD,ELLETTSVILLE,2,0.0,0.0,0,0,,,,N SMITH PIKE,SR 46,,,,39.210144,-86.5832,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,REAR END,NSMITHPIKESR46W,NONE,2021-02-26 14:57:00
2644,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E NORTHSHORE DR,N GRAY AVE,,,,,,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT TURN,ENORTHSHOREDRNGRAYAVE,STOP SIGN,2021-02-26 15:12:00
2645,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,SR 45/46,E DISCOVERY PKWY,,,,,,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,LOOSE MATERIAL ON ROAD,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EASTDISCOVERYPKWYSR46S,NONE,2021-02-26 18:30:00
2646,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,SR 45/46,E 17TH ST,,,,,,STATE ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,EAST17THSTSR46,TRAFFIC CONTROL SIGNAL,2021-02-26 21:09:00
2647,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S WALNUT ST,S FAIRFAX RD,,,,,,STATE ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,LEFT/RIGHT TURN,FAIRFAXRDSR37S,TRAFFIC CONTROL SIGNAL,2021-02-26 21:10:00
2648,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 2ND ST,S WOODLAWN AVE,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,REAR END,E2NDSTSWOODLAWNAVE,STOP SIGN,2021-02-26 22:39:00
2649,MONROE SD,ELLETTSVILLE,2,0.0,0.0,0,0,,,,S KETCHAM RD,S NATIONAL POINT RD,,75.0,E,,,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,SOUTHKETCHAMRDSOUTHNATIONALPOINTRD,NONE,2021-02-25 08:33:00
2650,ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0,0,,,,E BETHEL LN,,,0.0,S,39.21523924,-86.51029214,COUNTY ROAD,,RURAL,N,N,N,,DAYLIGHT,CLEAR,ICE,,NO JUNCTION INVOLVED,,ASPHALT,ROADWAY SURFACE CONDITION,RAN OFF ROAD,EBethelLn1500ftwestofHinkleRd,,2021-02-25 08:44:00
2651,ISP BLOOMINGTON 33,BLOOMINGTON,3,,0.0,0,0,8228,,,I-69 N,,,1373.0,N,39.3164831,-86.51096868,INTERSTATE,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE SPEED,RIGHT ANGLE,I-69129.5,,2021-02-25 10:45:00
2652,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,1391,,,W 3RD ST,,,75.0,E,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,LEFT/RIGHT TURN,1391W3RDSTPATTERSONDR,LANE CONTROL,2021-02-25 12:09:00
2653,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S COLLEGE AVE,W 1ST ST,,,,39.15944,-86.53488,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,SAME DIRECTION SIDESWIPE,SCOLLEGEAVEW1STST,TRAFFIC CONTROL SIGNAL,2021-02-25 14:30:00
2654,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,W BLOOMFIELD RD,S WEIMER RD,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SWEIMERRDWBLOOMFIELDRD,LANE CONTROL,2021-02-24 06:56:00
2655,BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,W 3RD ST,S JOHNSON AVE,,,,39.16464,-86.564992,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,JOHNSONRDW3RDST,NONE,2021-02-24 08:35:00
2656,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 3RD ST,S WASHINGTON ST,,50.0,W,39.16464,-86.5324,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,E3RDSTSWASHINGTONST,LANE CONTROL,2021-02-24 08:49:00
2657,ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0,0,,,,SR 46,S PAUL ST,,,,39.229904,-86.619136,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,PAULSTTEMPERANCEST,LANE CONTROL,2021-02-24 10:02:00
2658,BLOOMINGTON PD,BLOOMINGTON,2,0.0,2.0,0,0,,,,W 17TH ST,N WOODBURN AVE,,,,39.178976,-86.536032,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NWOODBURNAVEW17THST,STOP SIGN,2021-02-24 12:40:00
2659,BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0,0,,,,E 3RD ST,S JEFFERSON ST,,,,39.164304,-86.506992,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E3RDSTSJEFFERSONST,NONE,2021-02-24 15:43:00
2660,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S CURRY PIKE,W GLEN OAKS DR,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,CONCRETE,IMPROPER LANE USAGE,OPPOSITE DIRECTION SIDESWIPE,SOUTHCURRYPIKEWESTGLENOAKSDR,NONE,2021-02-24 16:20:00
2661,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 17TH ST,N FEE LN,,,,,,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,EAST17THSTFEELN,NONE,2021-02-24 17:20:00
2662,BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,W PATTERSON ST,S ROGERS ST,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SROGERSRDWPATTERSONDR,TRAFFIC CONTROL SIGNAL,2021-02-24 17:55:00
2663,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,1,,,,SR 45/46,E 17TH ST,,,,,,STATE ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,EAST17THSTSR46,TRAFFIC CONTROL SIGNAL,2021-02-24 20:35:00
2664,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,W OLD SR 37,E ANDERSON RD,,100.0,S,39.266,-86.501696,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,ICE,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,ROADWAY SURFACE CONDITION,RAN OFF ROAD,EANDERSONRDNOLDSTATE37RD,LANE CONTROL,2021-02-23 07:19:00
2665,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,W 2ND ST,S WALKER ST,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,CURVE/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,SECONDSTWALKERST,TRAFFIC CONTROL SIGNAL,2021-02-23 07:38:00
2666,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N ILLINOIS ST,W ILLINOIS CT,,,,39.173344,-86.550304,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,NILLINOISSTWILLINOISCT,STOP SIGN,2021-02-23 12:10:00
2667,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S WALNUT ST,E GRIMES LN,,,,39.15344,-86.5336,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FOLLOWING TOO CLOSELY,REAR END,EASTGRIMESLNSOUTHWALNUTST,TRAFFIC CONTROL SIGNAL,2021-02-23 14:45:00
2668,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E COVENANTER DR,S AUTO MALL RD,,,,,,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ECOVENANTERDRSAUTOMALLRD,STOP SIGN,2021-02-23 15:35:00
2669,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,SR 45/46,WALNUT KNOLLS APARTMENT DRIVE,,250.0,W,39.18635723,-86.53257828,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NMARTHASTSR46E,NONE,2021-02-23 16:30:00
2670,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N UNION ST,E 10TH ST,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,TENTHSTUNIONST,TRAFFIC CONTROL SIGNAL,2021-02-23 16:30:00
2671,BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,S ROCKPORT RD,W GRAHAM DR (S),,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SOUTHROCKPORTRDWESTGRAHAMDR,STOP SIGN,2021-02-23 16:40:00
2672,ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0,0,,,,S ROGERS ST,S WALNUT ST,,0.0,,39.09942746,-86.538016,LOCAL/CITY ROAD,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SRogersStSOldStateRoad37,,2021-02-23 17:20:00
2673,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,502,,,S MULLER PKWY,,,,,,,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,UNKNOWN,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,SOUTHMULLERPKWY,NONE,2021-02-23 18:00:00
2674,BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0,0,,,,E 3RD ST,S GRANT ST,,,,39.16464,-86.529728,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OVERCORRECTING/OVERSTEERING,OTHER - EXPLAIN IN NARRATIVE,E3RDSTSGRANTST,NONE,2021-02-23 20:08:00
2675,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S ROGERS ST,W 1ST ST,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,FIRSTSTROGERSST,STOP SIGN,2021-02-22 05:55:00
2676,ELLETTSVILLE PD,ELLETTSVILLE,1,0.0,0.0,0,0,,,,SR 46,N BRIAR GATE DR,,100.0,W,,,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,BRIARGATEDRSR46W,LANE CONTROL,2021-02-22 08:42:00
2677,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,SR 46,N CENTENNIAL DR,,500.0,E,,,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,CONCRETE,FOLLOWING TOO CLOSELY,REAR END,NCENTENNIALDRSR46W,NONE,2021-02-22 17:34:00
2678,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,220,,,N MORTON ST,,,,,,,UNKNOWN,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,CONCRETE,UNSAFE BACKING,BACKING CRASH,MMORTONST,NONE,2021-02-22 20:00:00
2679,BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,0,,,,S COLLEGE MALL RD,E BUICK CADILLAC BLVD,,,,39.15816,-86.497792,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,SNOW/SLUSH,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,RAN OFF ROAD,BUICKCADILLACBLVDCOLLEGEMALLRDS,TRAFFIC CONTROL SIGNAL,2021-02-21 11:45:00
2680,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 3RD ST,S JEFFERSON ST,,,,39.164304,-86.506992,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAST3RDSTJEFFERSONST,LANE CONTROL,2021-02-21 12:30:00
2681,ISP BLOOMINGTON 33,BLOOMINGTON,1,,1.0,0,0,,,,I-69 N,,,0.0,S,39.33731469,-86.51008076,INTERSTATE,,RURAL,N,Y,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,RAN OFF ROAD,I-69132,,2021-02-21 14:40:00
2682,BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,W COUNTRY CLUB DR,S WALNUT ST,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,COUNTRYCLUBDRSWALNUTST,TRAFFIC CONTROL SIGNAL,2021-02-21 14:58:00
2683,ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0,0,,,,SR 46,I-69 S,,0.0,S,39.18716088,-86.55831692,STATE ROAD,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,StateRd46,,2021-02-21 19:15:00
2684,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 10TH ST,N DUNN ST,,,,39.17168,-86.528256,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,E10THSTNDUNNST,NONE,2021-02-20 14:42:00
2685,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,4025,,,S WALNUT ST,W GORDON PIKE,,,,,,COUNTY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,SOLDSTATERDWGORDONPIKE,NONE,2021-02-20 15:59:00
2686,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N KINSER PIKE,W HOOSIER CT,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,WET,,T-INTERSECTION,STRAIGHT/GRADE,CONCRETE,FOLLOWING TOO CLOSELY,REAR END,NKINSERPIKEWHOOSIERCOURTAVE,NONE,2021-02-20 17:20:00
